,station,date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
68,Yeouido Station,1주,그리디몬,버거맛집,여의도수제버거,greedymon,그리디몬,Greedymon,국회의사당역맛집,여의도역맛집,여의도점심,배달맛집,배민,쿠팡이츠,요기요플러스,테라스맛집,,,,,,,,,,,,,,,,,,
69,Yeouido Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Yeouido Station,1주,pasta,daily,instadaily,dailygram,spaghetti,cuisineR,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Yeouido Station,1주,coco,jmt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Yeouido Station,1주,스칸딕프라자,핏블리,자선바자회,핏블리마켓,베어벨스,이벤트,스칸딕프라자,북유럽건강식,베어벨스,단백질쉐이크,일상에서프로틴,,,,,,,,,,,,,,,,,,,,,
73,Yeouido Station,1주,외식,맛스타,먹스타그램,여의도맛집,여의도역맛집,여의도바지락칼국수,냉모밀,,,,,,,,,,,,,,,,,,,,,,,,,
74,Yeouido Station,1주,릴리카롱,맛있는녀석들,여의도마카롱,영등포마카롱,샛강역맛집,여의도한강공원,여의도데이트,여의도맛집,여의도디저트,여의도ifc몰,마카롱꽃다발,목동마카롱,여의도벚꽃,여의도성모병원,노량진마카롱,마포마카롱,여의도벚꽃축제,여의도카페,여의도역맛집,샛강역마카롱,여의도꽃집,좋아요,팔로우,오오티디,일상스타그램,맞팔,좋반,남양주마카롱,구로카페,,,
75,Yeouido Station,2주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Yeouido Station,2주,해시태그,이도맨숀,이도맨숀라이브,YidoMansionLive,이도맨숀공덕,복순도가,토마호크,한우맛집,여의도회식,,,,,,,,,,,,,,,,,,,,,,,
77,Yeouido Station,2주,오투테라스,오투타워,02terrace,02tower,여의도맛집,여의도점심,여의도데이트,여의도회식,여의도역맛집,여의도모임,여의도,영등포맛집,영등포데이트,먹스타그램,맛스타그램,이벤트,댓글이벤트,스타벅스,기프티콘이벤트,스타벅스리저브,,,,,,,,,,,,
78,Yeouido Station,2주,중식당,차이나플레인,짜장면,짜장면맛집,짬뽕,짬뽕맛집,탕수육,탕수육맛집,코스요리,회식장소,데이트맛집,가족행사,상견례,성수동맛집,성수역맛집,성수동카페,서울숲맛집,서울숲카페,뚝섬역맛집,여의도맛집,여의도역맛집,문정맛집,문정역맛집,백일상,소규모돌잔치,돌잔치,칠순,칠순잔치,,,,
79,Yeouido Station,2주,릴리카롱,맛있는녀석들,여의도마카롱,영등포마카롱,샛강역맛집,여의도한강공원,여의도데이트,여의도맛집,여의도디저트,여의도ifc몰,마카롱꽃다발,목동마카롱,여의도벚꽃,여의도성모병원,노량진마카롱,마포마카롱,여의도벚꽃축제,여의도카페,여의도역맛집,샛강역마카롱,여의도꽃집,좋아요,팔로우,오오티디,일상스타그램,맞팔,좋반,남양주마카롱,구로카페,,,
80,Yeouido Station,2주,여의도역맛집,여의도한식,하남두부마을,여의도한정식,버섯들깨탕,비지찌개,여의도두부요리,먹방,맛집투어,맛스타그램,선유도역맛집,마시따,먹스타소통,선팔하면맞팔가요,맞팔해요,좋아요반사,좋반,tofulover,koreanfood,,,,,,,,,,,,,
81,Yeouido Station,2주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Yeouido Station,2주,외식,먹스타그램,맛스타그램,여의도종합상가,여의도역맛집,바지락칼국수,왕만두,얼큰수제비,강된장보리밥,,,,,,,,,,,,,,,,,,,,,,,
83,Yeouido Station,2주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Yeouido Station,2주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
