,station,date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
134,Sinbanghwa Station,5주,신방화맛집,선식당,먹스타그램,샐러드맛집,마곡맛집,가성비맛집,양많음,배부름주의,신방화역맛집,9호선맛집,맞팔,먹스타맞팔,,,,,,,,,,,,,,,,,,,,
135,Sinbanghwa Station,5주,김포공항맛집,꾸이꾸이돼지촌쭈꾸미,방화동맛집,신방화역맛집,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Sinbanghwa Station,5주,강순자옛맛김치찌개,강순자,신방화역,대맛집,진짜맛집,신방화역맛집,강서구,강서구맛집,서울식물원,마곡나루맛집,마곡나루,,,,,,,,,,,,,,,,,,,,,
137,Sinbanghwa Station,5주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Sinbanghwa Station,5주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Sinbanghwa Station,5주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Sinbanghwa Station,5주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Sinbanghwa Station,5주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Sinbanghwa Station,5주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Sinbanghwa Station,5주,바디체크짐,신방화역pt,신방화역피티,신방화pt,신방화역헬스장,신방화역헬스,방화동pt,공항동pt,마곡pt,마곡나루역pt,마곡나루pt,마곡동pt,신방화역맛집,마곡맛집,마곡나루맛집,,,,,,,,,,,,,,,,,
144,Sinbanghwa Station,5주,바디체크짐,신방화역pt,신방화역피티,신방화pt,신방화역헬스장,신방화역헬스,방화동pt,공항동pt,마곡pt,마곡나루역pt,마곡나루pt,마곡동pt,신방화역맛집,마곡맛집,마곡나루맛집,,,,,,,,,,,,,,,,,
145,Sinbanghwa Station,6주,명품치킨,푸라닭,노란치킨무,블랙알리오치킨,신방화역맛집,무한치킨사랑,명품백,,,,,,,,,,,,,,,,,,,,,,,,,
146,Sinbanghwa Station,6주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Sinbanghwa Station,6주,리그램,빛나러,프로필링크클릭,봄네일,봄네일아트,이벤트네일,꽃네일아트,웨딩네일,스와네일아트,가양역,발산역,방화동맛집,신방화역맛집,방화동네일,상암맛집,홍대맛집,합정역맛집,봄,생화네일,꽃네일,셀스타그램,셀피,인스타그램,선팔맞팔,좋아요반사,,,,,,,
148,Sinbanghwa Station,6주,리그램,빛나러,프로필링크클릭,봄네일,봄네일아트,이벤트네일,꽃네일아트,웨딩네일,스와네일아트,가양역,발산역,방화동맛집,신방화역맛집,방화동네일,상암맛집,홍대맛집,합정역맛집,봄,생화네일,꽃네일,셀스타그램,셀피,인스타그램,선팔맞팔,좋아요반사,,,,,,,
149,Sinbanghwa Station,6주,신방화역맛집,이철헤어커커신방화역점,바로튀김말랑떡볶이,주말일상,지역상권살리기,우리동네강서,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Sinbanghwa Station,6주,빛나러,프로필링크클릭,봄네일,봄네일아트,이벤트네일,꽃네일아트,웨딩네일,스와네일아트,가양역,발산역,방화동맛집,신방화역맛집,방화동네일,상암맛집,홍대맛집,합정역맛집,봄,생화네일,꽃네일,셀스타그램,셀피,인스타그램,선팔맞팔,좋아요반사,,,,,,,,
