,station,name,review,category,link
1010,Songpa,아서원 송파석촌점,10,중식당,https://store.naver.com/restaurants/detail?entry=ple&id=38426539&query=%EC%95%84%EC%84%9C%EC%9B%90%20%EC%86%A1%ED%8C%8C%EC%84%9D%EC%B4%8C%EC%A0%90
1011,Songpa,청해수산,10,생선회,https://store.naver.com/restaurants/detail?entry=ple&id=1930504726&query=%EC%B2%AD%ED%95%B4%EC%88%98%EC%82%B0
1012,Songpa,대원정육식당,10,정육식당,https://store.naver.com/restaurants/detail?entry=ple&id=35637171&query=%EB%8C%80%EC%9B%90%EC%A0%95%EC%9C%A1%EC%8B%9D%EB%8B%B9
1013,Songpa,아서원,10,중식당,https://store.naver.com/restaurants/detail?entry=ple&id=1709936660&query=%EC%95%84%EC%84%9C%EC%9B%90
1014,Songpa,세븐브로이펍 가락점,10,"맥주,호프",https://store.naver.com/restaurants/detail?entry=ple&id=20372040&query=%EC%84%B8%EB%B8%90%EB%B8%8C%EB%A1%9C%EC%9D%B4%ED%8E%8D%20%EA%B0%80%EB%9D%BD%EC%A0%90
1015,Songpa,치킨선생 송파점,10,"치킨,닭강정",https://store.naver.com/restaurants/detail?entry=ple&id=1498639715&query=%EC%B9%98%ED%82%A8%EC%84%A0%EC%83%9D%20%EC%86%A1%ED%8C%8C%EC%A0%90
1016,Songpa,마리나,9,돈가스,https://store.naver.com/restaurants/detail?entry=ple&id=1103863060&query=%EB%A7%88%EB%A6%AC%EB%82%98
1017,Songpa,덕뽀리오리바베큐 삼전점,9,오리요리,https://store.naver.com/restaurants/detail?entry=ple&id=652819708&query=%EB%8D%95%EB%BD%80%EB%A6%AC%EC%98%A4%EB%A6%AC%EB%B0%94%EB%B2%A0%ED%81%90%20%EC%82%BC%EC%A0%84%EC%A0%90
1018,Songpa,STELLA STUDIO,9,"카페,디저트",https://store.naver.com/restaurants/detail?entry=ple&id=1216247041&query=STELLA%20STUDIO
1019,Songpa,정배다방,9,"카페,디저트",https://store.naver.com/restaurants/detail?entry=ple&id=1511475232&query=%EC%A0%95%EB%B0%B0%EB%8B%A4%EB%B0%A9
1020,Songpa,팔공티 송파역점,9,차,https://store.naver.com/restaurants/detail?entry=ple&id=1714877378&query=%ED%8C%94%EA%B3%B5%ED%8B%B0%20%EC%86%A1%ED%8C%8C%EC%97%AD%EC%A0%90
1021,Songpa,고인돌 돈까스,9,돈가스,https://store.naver.com/restaurants/detail?entry=ple&id=1221756475&query=%EA%B3%A0%EC%9D%B8%EB%8F%8C%20%EB%8F%88%EA%B9%8C%EC%8A%A4
1022,Songpa,석촌식당,9,한정식,https://store.naver.com/restaurants/detail?entry=ple&id=1744690009&query=%EC%84%9D%EC%B4%8C%EC%8B%9D%EB%8B%B9
1023,Songpa,고고생고기,9,"육류,고기요리",https://store.naver.com/restaurants/detail?entry=ple&id=1199954162&query=%EA%B3%A0%EA%B3%A0%EC%83%9D%EA%B3%A0%EA%B8%B0
1024,Songpa,에그셀런트 송파헬리오시티점,9,샌드위치,https://store.naver.com/restaurants/detail?entry=ple&id=1342849722&query=%EC%97%90%EA%B7%B8%EC%85%80%EB%9F%B0%ED%8A%B8%20%EC%86%A1%ED%8C%8C%ED%97%AC%EB%A6%AC%EC%98%A4%EC%8B%9C%ED%8B%B0%EC%A0%90
1025,Songpa,닭강점,8,"치킨,닭강정",https://store.naver.com/restaurants/detail?entry=ple&id=1820994741&query=%EB%8B%AD%EA%B0%95%EC%A0%90
1026,Songpa,아마스빈 송파점,8,카페,https://store.naver.com/restaurants/detail?entry=ple&id=36259796&query=%EC%95%84%EB%A7%88%EC%8A%A4%EB%B9%88%20%EC%86%A1%ED%8C%8C%EC%A0%90
1027,Songpa,T E R COFFEE,8,"카페,디저트",https://store.naver.com/restaurants/detail?entry=ple&id=119660703&query=T%20E%20R%20COFFEE
1028,Songpa,우리식당 찌개집,8,한식,https://store.naver.com/restaurants/detail?entry=ple&id=1417775747&query=%EC%9A%B0%EB%A6%AC%EC%8B%9D%EB%8B%B9%20%EC%B0%8C%EA%B0%9C%EC%A7%91
1029,Songpa,벌떡 송파점,8,분식,https://store.naver.com/restaurants/detail?entry=ple&id=1974434840&query=%EB%B2%8C%EB%96%A1%20%EC%86%A1%ED%8C%8C%EC%A0%90
1030,Songpa,원모어커피바,8,카페,https://store.naver.com/restaurants/detail?entry=ple&id=1800430875&query=%EC%9B%90%EB%AA%A8%EC%96%B4%EC%BB%A4%ED%94%BC%EB%B0%94
1031,Songpa,뉴월드양갈비꼬치,8,양꼬치,https://store.naver.com/restaurants/detail?entry=ple&id=37414369&query=%EB%89%B4%EC%9B%94%EB%93%9C%EC%96%91%EA%B0%88%EB%B9%84%EA%BC%AC%EC%B9%98
1032,Songpa,마카롱레이,8,베이커리,https://store.naver.com/restaurants/detail?entry=ple&id=1222740468&query=%EB%A7%88%EC%B9%B4%EB%A1%B1%EB%A0%88%EC%9D%B4
1033,Songpa,죠스떡볶이 송파점,8,분식,https://store.naver.com/restaurants/detail?entry=ple&id=21867778&query=%EC%A3%A0%EC%8A%A4%EB%96%A1%EB%B3%B6%EC%9D%B4%20%EC%86%A1%ED%8C%8C%EC%A0%90
1034,Songpa,종로빈대떡,8,"전,빈대떡",https://store.naver.com/restaurants/detail?entry=ple&id=855433568&query=%EC%A2%85%EB%A1%9C%EB%B9%88%EB%8C%80%EB%96%A1
1035,Songpa,개성한방순대국,8,국밥,https://store.naver.com/restaurants/detail?entry=ple&id=20694199&query=%EA%B0%9C%EC%84%B1%ED%95%9C%EB%B0%A9%EC%88%9C%EB%8C%80%EA%B5%AD
1036,Songpa,33떡볶이 송파헬리오점,8,33떡볶이,https://store.naver.com/restaurants/detail?entry=ple&id=1644710972&query=33%EB%96%A1%EB%B3%B6%EC%9D%B4%20%EC%86%A1%ED%8C%8C%ED%97%AC%EB%A6%AC%EC%98%A4%EC%A0%90
1037,Garak Market,딹진또배기 가락본점,934,찜닭,https://store.naver.com/restaurants/detail?entry=ple&id=31813085&query=%EB%94%B9%EC%A7%84%EB%98%90%EB%B0%B0%EA%B8%B0%20%EA%B0%80%EB%9D%BD%EB%B3%B8%EC%A0%90
1038,Garak Market,골목떡볶이,899,떡볶이,https://store.naver.com/restaurants/detail?entry=ple&id=18872410&query=%EA%B3%A8%EB%AA%A9%EB%96%A1%EB%B3%B6%EC%9D%B4
1039,Garak Market,청춘대패 가락점,849,"육류,고기요리",https://store.naver.com/restaurants/detail?entry=ple&id=1525499217&query=%EC%B2%AD%EC%B6%98%EB%8C%80%ED%8C%A8%20%EA%B0%80%EB%9D%BD%EC%A0%90
1040,Garak Market,함경도찹쌀순대,828,"순대,순댓국",https://store.naver.com/restaurants/detail?entry=ple&id=21037816&query=%ED%95%A8%EA%B2%BD%EB%8F%84%EC%B0%B9%EC%8C%80%EC%88%9C%EB%8C%80
1041,Garak Market,조형훈 족발 보쌈,778,"족발,보쌈",https://store.naver.com/restaurants/detail?entry=ple&id=35413514&query=%EC%A1%B0%ED%98%95%ED%9B%88%20%EC%A1%B1%EB%B0%9C%20%EB%B3%B4%EC%8C%88
1042,Garak Market,라무진 가락점,762,양갈비,https://store.naver.com/restaurants/detail?entry=ple&id=1744578242&query=%EB%9D%BC%EB%AC%B4%EC%A7%84%20%EA%B0%80%EB%9D%BD%EC%A0%90
1043,Garak Market,블루휘시,644,생선회,https://store.naver.com/restaurants/detail?entry=ple&id=1177803600&query=%EB%B8%94%EB%A3%A8%ED%9C%98%EC%8B%9C
1044,Garak Market,오향가,575,한식,https://store.naver.com/restaurants/detail?entry=ple&id=19500744&query=%EC%98%A4%ED%96%A5%EA%B0%80
1045,Garak Market,푼양이김치찌개 가락본점,520,"찌개,전골",https://store.naver.com/restaurants/detail?entry=ple&id=124002163&query=%ED%91%BC%EC%96%91%EC%9D%B4%EA%B9%80%EC%B9%98%EC%B0%8C%EA%B0%9C%20%EA%B0%80%EB%9D%BD%EB%B3%B8%EC%A0%90
1046,Garak Market,화포식당,513,돼지고기구이,https://store.naver.com/restaurants/detail?entry=ple&id=35235336&query=%ED%99%94%ED%8F%AC%EC%8B%9D%EB%8B%B9
1047,Garak Market,태인일식,441,일식당,https://store.naver.com/restaurants/detail?entry=ple&id=13480693&query=%ED%83%9C%EC%9D%B8%EC%9D%BC%EC%8B%9D
1048,Garak Market,쌜모네키친,422,패밀리레스토랑,https://store.naver.com/restaurants/detail?entry=ple&id=33752425&query=%EC%8C%9C%EB%AA%A8%EB%84%A4%ED%82%A4%EC%B9%9C
1049,Garak Market,진성한우곱창,414,"곱창,막창,양",https://store.naver.com/restaurants/detail?entry=ple&id=13156952&query=%EC%A7%84%EC%84%B1%ED%95%9C%EC%9A%B0%EA%B3%B1%EC%B0%BD
1050,Garak Market,미스터스시 가락시장역직영점,397,"초밥,롤",https://store.naver.com/restaurants/detail?entry=ple&id=1832937219&query=%EB%AF%B8%EC%8A%A4%ED%84%B0%EC%8A%A4%EC%8B%9C%20%EA%B0%80%EB%9D%BD%EC%8B%9C%EC%9E%A5%EC%97%AD%EC%A7%81%EC%98%81%EC%A0%90
