,station,name,category,review,url
98,Uijeongbu Station,게임빌리지노래방,노래방,1,https://store.naver.com/restaurants/detail?entry=ple&id=37483230&query=%EA%B2%8C%EC%9E%84%EB%B9%8C%EB%A6%AC%EC%A7%80%EB%85%B8%EB%9E%98%EB%B0%A9
99,Uijeongbu Station,깨비노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1264807781&query=%EA%B9%A8%EB%B9%84%EB%85%B8%EB%9E%98%EB%B0%A9
100,Uijeongbu Station,썸씽노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1545698756&query=%EC%8D%B8%EC%94%BD%EB%85%B8%EB%9E%98%EB%B0%A9
101,Uijeongbu Station,엔돌핀노래장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1782262433&query=%EC%97%94%EB%8F%8C%ED%95%80%EB%85%B8%EB%9E%98%EC%9E%A5
102,Uijeongbu Station,가왕노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1357534983&query=%EA%B0%80%EC%99%95%EB%85%B8%EB%9E%98%EB%B0%A9
103,Uijeongbu Station,리더스노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=36664562&query=%EB%A6%AC%EB%8D%94%EC%8A%A4%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
104,Uijeongbu Station,슈스코노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=37483024&query=%EC%8A%88%EC%8A%A4%EC%BD%94%EB%85%B8%EB%9E%98%EB%B0%A9
105,Uijeongbu Station,진성노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=37477687&query=%EC%A7%84%EC%84%B1%EB%85%B8%EB%9E%98%EB%B0%A9
106,Uijeongbu Station,인코인노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1278725495&query=%EC%9D%B8%EC%BD%94%EC%9D%B8%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
107,Uijeongbu Station,킹노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1147187905&query=%ED%82%B9%EB%85%B8%EB%9E%98%EB%B0%A9
108,Uijeongbu Station,로또1노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=21033253&query=%EB%A1%9C%EB%98%901%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
109,Uijeongbu Station,그랜드노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=31059050&query=%EA%B7%B8%EB%9E%9C%EB%93%9C%EB%85%B8%EB%9E%98%EB%B0%A9
110,Uijeongbu Station,센스노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=37477733&query=%EC%84%BC%EC%8A%A4%EB%85%B8%EB%9E%98%EB%B0%A9
111,Uijeongbu Station,스타코인노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1802769876&query=%EC%8A%A4%ED%83%80%EC%BD%94%EC%9D%B8%EB%85%B8%EB%9E%98%EB%B0%A9
112,Uijeongbu Station,씽씽노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=37477686&query=%EC%94%BD%EC%94%BD%EB%85%B8%EB%9E%98%EB%B0%A9
113,Uijeongbu Station,메시 노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=32731802&query=%EB%A9%94%EC%8B%9C%20%EB%85%B8%EB%9E%98%EB%B0%A9
114,Uijeongbu Station,휴노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1153094204&query=%ED%9C%B4%EB%85%B8%EB%9E%98%EB%B0%A9
115,Uijeongbu Station,와우노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=593587694&query=%EC%99%80%EC%9A%B0%EB%85%B8%EB%9E%98%EB%B0%A9
116,Uijeongbu Station,스카이노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=13494310&query=%EC%8A%A4%EC%B9%B4%EC%9D%B4%EB%85%B8%EB%9E%98%EB%B0%A9
117,Uijeongbu Station,팡팡플레이노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=37482191&query=%ED%8C%A1%ED%8C%A1%ED%94%8C%EB%A0%88%EC%9D%B4%EB%85%B8%EB%9E%98%EB%B0%A9
118,Uijeongbu Station,명작노래방,요리주점,[],https://store.naver.com/restaurants/detail?entry=ple&id=1023638834&query=%EB%AA%85%EC%9E%91%EB%85%B8%EB%9E%98%EB%B0%A9
119,Uijeongbu Station,맹꽁이노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1267950719&query=%EB%A7%B9%EA%BD%81%EC%9D%B4%EB%85%B8%EB%9E%98%EB%B0%A9
120,Uijeongbu Station,월드노래장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=19231210&query=%EC%9B%94%EB%93%9C%EB%85%B8%EB%9E%98%EC%9E%A5
121,Uijeongbu Station,에이플러스아시안노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1114875396&query=%EC%97%90%EC%9D%B4%ED%94%8C%EB%9F%AC%EC%8A%A4%EC%95%84%EC%8B%9C%EC%95%88%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
