,station,name,category,review
1939,Hyehwa Station,창경궁홍화문,기념물,152
1940,Hyehwa Station,혜화아트센터,전시관,133
1941,Hyehwa Station,성균관,"문화,유적",128
1942,Hyehwa Station,창경궁옥천교,부속시설,56
1943,Hyehwa Station,짚풀생활사박물관,박물관,51
1944,Hyehwa Station,대학로연극거리,문화거리,49
1945,Hyehwa Station,서울문묘,보물,40
1946,Hyehwa Station,꼭두박물관,박물관,28
1947,Hyehwa Station,이화장,기념물,27
1948,Hyehwa Station,혜화필리핀마켓,시장,21
1949,Hyehwa Station,서울문묘의은행나무,기념물,20
1950,Hyehwa Station,창경궁명정문,기념물,19
1951,Hyehwa Station,대한의원,문화재,17
1952,Hyehwa Station,귀신의집,"관람,체험",16
1953,Hyehwa Station,마크앤스페이스,전시관,15
1954,Dongdaemun Station,흥인지문,기념물,675
1955,Dongdaemun Station,흥인지문공원,근린공원,260
1956,Dongdaemun Station,청계천수상무대,"공연,연극시설",11
1957,Dongdaemun Station,오간수문,기념물,4
1958,Dongdaemun Station,청계4경패션광장,광장,1
1959,Dongdaemun Station,창신동한옥마을,"거리,골목",0
1960,Dongdaemun Station,김상옥집터,"유적지,사적지",0
1961,Chungmuro Station,남산골한옥마을,"문화,유적",999+
1962,Chungmuro Station,일본군 위안부 기억의터,테마공원,88
1963,Chungmuro Station,인현시장먹거리,먹자거리,57
1964,Chungmuro Station,남산골한옥마을천우각,부속시설,18
1965,Chungmuro Station,남산골공원,테마공원,17
1966,Chungmuro Station,동국대학교서울캠퍼스박물관,박물관,15
1967,Chungmuro Station,고당기념관,"기념관,생가",8
1968,Chungmuro Station,산림문학관,전시관,7
1969,Chungmuro Station,오위장김춘영가옥,"기념관,생가",5
1970,Chungmuro Station,관훈동  민씨가옥,"기념관,생가",5
1971,Chungmuro Station,앰배서더박물관 의종관,박물관,4
1972,Chungmuro Station,도편수이승업가옥,기념물,4
1973,Chungmuro Station,오장동함흥냉면거리,먹자거리,4
1974,Chungmuro Station,남산일본공사관(통감관저터),"유적지,사적지",4
1975,Chungmuro Station,이순신생가터,"기념관,생가",4
1976,Chungmuro Station,샬트르성바오로수녀회역사박물관,박물관,4
1977,Chungmuro Station,남산인권숲,근린공원,3
1978,Chungmuro Station,경희궁 숭정전,문화재,3
1979,Chungmuro Station,묵정공원,근린공원,2
1980,Chungmuro Station,남산르네상스,근린공원,1
1981,Myeong-dong Station,명동거리,"거리,골목",448
1982,Myeong-dong Station,우표박물관,박물관,313
1983,Myeong-dong Station,3D블랙아트,"관람,체험",217
1984,Myeong-dong Station,서울글로벌문화체험센터,지역명소,31
1985,Myeong-dong Station,천주교서울대교구역사관,박물관,6
1986,Myeong-dong Station,이회영집터,기념물,4
1987,Myeong-dong Station,샬트르성바오로수녀회역사박물관,박물관,4
1988,Myeong-dong Station,명동관광안내소,관광안내소,3
1989,Myeong-dong Station,진고개,기념물,2
1990,Myeong-dong Station,서울김치문화체험관,"관람,체험",1
1991,Myeong-dong Station,서울의료관광헬프데스크,관광안내소,1
1992,Myeong-dong Station,이회영흉상,"문화,유적",1
1993,Myeong-dong Station,삼민주의대동맹한국지구,문화재,1
1994,Myeong-dong Station,은성주점터,문화재,1
1995,Myeong-dong Station,윤선도집터,문화재,1
1996,Myeong-dong Station,이재명의거지,"유적지,사적지",0
1997,Myeong-dong Station,시대일보사옥터,"유적지,사적지",0
1998,Myeong-dong Station,땡Q,기념물,0
1999,Myeong-dong Station,한미호텔터,문화재,0
2000,Hoehyeon Station,피크닉,전시관,999+
2001,Hoehyeon Station,숭례문,기념물,999+
2002,Hoehyeon Station,우표박물관,박물관,313
2003,Hoehyeon Station,남대문칼국수골목,도보코스,285
2004,Hoehyeon Station,남대문시장 갈치조림골목,먹자거리,203
2005,Hoehyeon Station,우리은행 은행사박물관,박물관,31
2006,Hoehyeon Station,남대문시장 먹자골목,먹자거리,24
2007,Hoehyeon Station,숭례문광장,광장,16
2008,Hoehyeon Station,문구Art박물관,박물관,4
2009,Hoehyeon Station,옛제일은행본점,문화재,3
2010,Hoehyeon Station,남대문로한옥상가,문화재,2
2011,Hoehyeon Station,남대문시장관광안내소,관광안내소,1
2012,Hoehyeon Station,상진집터,문화재,0
2013,Hoehyeon Station,남촌마을,체험마을,0
2014,Hoehyeon Station,저경궁터하마비,기념물,0
2015,Hoehyeon Station,남대문로낚시용품거리,"거리,골목",0
2016,Hoehyeon Station,아트월,전시관,0
2017,Hoehyeon Station,상동교회터,"유적지,사적지",0
2018,Hoehyeon Station,창동천수각교터,"유적지,사적지",0
2019,Hoehyeon Station,세브란스병원이갑성사택터,"유적지,사적지",0
2020,Seoul Station,문화역서울 284,복합문화공간,999+
2021,Seoul Station,서울로7017,도보코스,999+
2022,Seoul Station,숭례문,기념물,999+
2023,Seoul Station,서소문성지역사박물관,박물관,352
2024,Seoul Station,남대문칼국수골목,도보코스,285
2025,Seoul Station,남대문시장 갈치조림골목,먹자거리,203
2026,Seoul Station,서소문역사공원,근린공원,136
2027,Seoul Station,서울로7017문화센터,"카페,디저트",34
2028,Seoul Station,서울역사,문화재,28
2029,Seoul Station,남대문시장 먹자골목,먹자거리,24
2030,Seoul Station,염천교수제화거리,"거리,골목",24
2031,Seoul Station,숭례문광장,광장,16
2032,Seoul Station,서울로7017관리사무소,관리사무소,8
2033,Seoul Station,문구Art박물관,박물관,4
2034,Seoul Station,남대문역광장(강우규의거지),"유적지,사적지",2
2035,Seoul Station,서울로미디어캔버스,전시관,2
2036,Seoul Station,남대문로한옥상가,문화재,2
2037,Seoul Station,안녕서울,"관람,체험",1
2038,Seoul Station,남대문시장관광안내소,관광안내소,1
2039,Seoul Station,CBS챌린저캠프,"관람,체험",1
2040,Sookmyung University Station,식민지역사박물관,박물관,60
2041,Sookmyung University Station,민주인권기념관,"기념관,생가",58
2042,Sookmyung University Station,박종철기념관,"기념관,생가",10
2043,Sookmyung University Station,숙명여자대학교 모두의거리,"거리,골목",1
2044,Sookmyung University Station,십장생수이층농,기념물,0
2045,Sookmyung University Station,숭례문복원국민운동본부,국보,0
2046,Sookmyung University Station,드라마[광고천재이태백]촬영지,촬영장소,0
2047,Sookmyung University Station,사단법인 이체아,"관람,체험",0
2048,Shinyongsan Station,아모레퍼시픽미술관,미술관,566
2049,Shinyongsan Station,용산역광장,근린공원,75
2050,Shinyongsan Station,종합안내소,관광안내소,0
2051,Shinyongsan Station,한국리더십캠프,체험여행,0
2052,Ichon Station,국립중앙박물관,박물관,999+
2053,Ichon Station,국립한글박물관,박물관,999+
2054,Ichon Station,국립중앙박물관 극장 용,부속시설,999+
2055,Ichon Station,국립중앙박물관 어린이박물관,박물관,852
2056,Ichon Station,용산가족공원,근린공원,758
2057,Ichon Station,국립중앙박물관 대강당,부속시설,50
2058,Ichon Station,국립중앙박물관 특별전,전시관,29
2059,Ichon Station,이촌한강공원어린이놀이터,부속시설,18
2060,Ichon Station,이촌한강공원거북축구장,부속시설,10
2061,Ichon Station,이촌한강공원안내센터,관광안내소,5
2062,Ichon Station,이촌한강공원미니축구장,부속시설,4
2063,Ichon Station,국립중앙박물관전통염료식물원,부속시설,4
2064,Ichon Station,제천월광사지원랑선사탑비,기념물,4
2065,Ichon Station,창원봉림사지진경대사탑,기념물,3
2066,Ichon Station,서울북한산신라진흥왕순수비,기념물,2
2067,Ichon Station,원주흥법사지진공대사탑및석관,문화재,2
2068,Ichon Station,경천사십층석탑,기념물,2
2069,Ichon Station,전흥법사염거화상탑,국보,2
2070,Ichon Station,충주정토사지홍법국사탑비,기념물,1
2071,Ichon Station,서울홍제동오층석탑,기념물,1
2072,Sadang Station,서울시립남서울미술관,미술관,541
2073,Sadang Station,서울 남현동 요지,문화재,7
2074,Sadang Station,친수공원,근린공원,4
2075,Sadang Station,구벨기에영사관,문화재,3
2076,Sadang Station,이경직신도비,문화재,1
2077,Sadang Station,효민공이경직묘역,"릉,묘,총",0
2078,Sadang Station,사당1동 먹자골목,먹자거리,0
2079,Namtaryeong Station,서울시립남서울미술관,미술관,541
2080,Namtaryeong Station,방배체육공원,"도시,테마공원",12
2081,Namtaryeong Station,봉산산방,전시관,9
2082,Namtaryeong Station,서울 남현동 요지,문화재,7
2083,Namtaryeong Station,우면산도시자연공원,"자연,생태공원",7
2084,Namtaryeong Station,친수공원,근린공원,4
2085,Namtaryeong Station,구벨기에영사관,문화재,3
2086,Namtaryeong Station,이경직신도비,문화재,1
2087,Namtaryeong Station,남태령2소공원,근린공원,1
2088,Namtaryeong Station,선바위,"관람,체험",1
2089,Namtaryeong Station,뒷골4소공원,근린공원,0
2090,Namtaryeong Station,최사립효자정각,기념물,0
2091,Namtaryeong Station,효민공이경직묘역,"릉,묘,총",0
2092,Namtaryeong Station,방배동마을마당,근린공원,0
2093,Namtaryeong Station,천봉약수터,"샘,약수",0
2094,Namtaryeong Station,뒷골건강랜드,근린공원,0
2095,Namtaryeong Station,남태령제3공원,근린공원,0
2096,Namtaryeong Station,관음사,불교,0
2097,Sunbawi Station,손바닥 소공원,근린공원,1
2098,Sunbawi Station,선바위,"관람,체험",1
2099,Sunbawi Station,최사립효자정각,기념물,0
2100,Gyeongma Park Station,국립과천과학관,과학관,999+
2101,Gyeongma Park Station,관문체육공원,"도시,테마공원",112
2102,Gyeongma Park Station,렛츠런파크서울가족공원,부속시설,98
2103,Gyeongma Park Station,국립과천과학관 어린이탐구체험관,부속시설,74
2104,Gyeongma Park Station,국립과천과학관 곤충생태관,전시관,55
2105,Gyeongma Park Station,렛츠런파크서울말박물관,박물관,39
2106,Gyeongma Park Station,온온사,문화재,25
2107,Gyeongma Park Station,렛츠런파크서울매표소,"관리,안내",12
2108,Gyeongma Park Station,국립과천과학관 특별전시관,전시관,10
2109,Gyeongma Park Station,국립과천과학관 자연사관,과학관,8
2110,Gyeongma Park Station,렛츠런파크서울북문매표소,"관리,안내",5
2111,Gyeongma Park Station,렛츠런파크서울야간벚꽃축제,꽃축제,5
2112,Gyeongma Park Station,국립과천과학관매표소,"관리,안내",4
2113,Gyeongma Park Station,렛츠런파크서울주로내공원입구매표소,"관리,안내",4
2114,Gyeongma Park Station,하리공원,근린공원,2
2115,Gyeongma Park Station,국립과천과학관 YSC,체험여행,2
2116,Gyeongma Park Station,삼포공원,근린공원,1
2117,Gyeongma Park Station,서울대공원관리사무실,부속건물,1
2118,Gyeongma Park Station,손바닥 소공원,근린공원,1
2119,Gyeongma Park Station,렛츠런파크서울분수공원,부속시설,1
2120,Grand Park Station,서울대공원,테마파크,999+
2121,Grand Park Station,서울랜드,테마파크,999+
2122,Grand Park Station,국립과천과학관,과학관,999+
2123,Grand Park Station,서울대공원 동물원,동물원,999+
2124,Grand Park Station,국립현대미술관 과천,미술관,999+
2125,Grand Park Station,서울대공원 식물원,"식물원,수목원",541
2126,Grand Park Station,국립현대미술관 어린이미술관,미술관,126
2127,Grand Park Station,서울대공원장미원축제,"축제,행사",125
2128,Grand Park Station,국립과천과학관 어린이탐구체험관,부속시설,74
2129,Grand Park Station,서울대공원 동물원유인원관,부속건물,66
2130,Grand Park Station,서울대공원 동물원열대조류관,부속건물,63
2131,Grand Park Station,서울대공원 동물원동양관,부대시설,60
2132,Grand Park Station,국립과천과학관 곤충생태관,전시관,55
2133,Grand Park Station,서울대공원산림욕장,"휴양림,산림욕장",51
2134,Grand Park Station,한국카메라박물관,박물관,46
2135,Grand Park Station,서울대공원 동물원제1아프리카관,부속건물,42
2136,Grand Park Station,서울대공원 스카이리프트,테마공원,41
2137,Grand Park Station,서울대공원 동물원큰물새장,부속건물,37
2138,Grand Park Station,서울대공원 동물원대동물관,부속건물,33
2139,Grand Park Station,서울대공원분수광장,부속건물,33
2140,Gwacheon Station,국립과천과학관,과학관,999+
2141,Gwacheon Station,관문체육공원,"도시,테마공원",112
2142,Gwacheon Station,중앙공원,근린공원,88
2143,Gwacheon Station,과천향교,"문화,유적",87
2144,Gwacheon Station,국립과천과학관 어린이탐구체험관,부속시설,74
2145,Gwacheon Station,국립과천과학관 곤충생태관,전시관,55
2146,Gwacheon Station,한국카메라박물관,박물관,46
2147,Gwacheon Station,서울대공원 스카이리프트,테마공원,41
2148,Gwacheon Station,서울대공원분수광장,부속건물,33
2149,Gwacheon Station,문원체육공원,"도시,테마공원",26
2150,Gwacheon Station,온온사,문화재,25
2151,Gwacheon Station,스페이스K,전시관,17
2152,Gwacheon Station,서울대공원종합안내소,부속건물,13
2153,Gwacheon Station,국립과천과학관 특별전시관,전시관,10
2154,Gwacheon Station,서울대공원조각분수대,부속건물,10
2155,Gwacheon Station,국립과천과학관 자연사관,과학관,8
2156,Gwacheon Station,관악산둘레길-과천시구간,올레둘레길,6
2157,Gwacheon Station,과천향교사무소,부속시설,5
2158,Gwacheon Station,관악산등산안내소,관광안내소,5
2159,Gwacheon Station,국립과천과학관매표소,"관리,안내",4
2160,Gwacheon Government Complex Station,스페이스K,전시관,17
2161,Gwacheon Government Complex Station,경기옛길삼남길1코스,도보코스,2
2162,Gwacheon Government Complex Station,청사앞소공원,근린공원,0
2163,Gwacheon Government Complex Station,과천타워자치관리위원회,지역명소,0
2164,Indeokwon Station,풍뎅이스튜디오,촬영장소,1
2165,Indeokwon Station,제9호소공원,근린공원,0
2166,Indeokwon Station,인덕원터표석,기념물,0
2167,Indeokwon Station,한미공원,근린공원,0
2168,Indeokwon Station,인덕원공원,근린공원,0
2169,Pyeongchon Station,안양중앙공원,"도시,테마공원",846
2170,Pyeongchon Station,평촌공원,근린공원,17
2171,Pyeongchon Station,평촌미관광장,광장,1
2172,Pyeongchon Station,내손양지공원,근린공원,1
2173,Pyeongchon Station,풍뎅이스튜디오,촬영장소,1
2174,Pyeongchon Station,목련공원,근린공원,1
2175,Pyeongchon Station,꿈마을공원,근린공원,1
2176,Pyeongchon Station,제9호소공원,근린공원,0
2177,Pyeongchon Station,민백공원,근린공원,0
2178,Pyeongchon Station,평안공원,근린공원,0
2179,Pyeongchon Station,대원공원,근린공원,0
2180,Pyeongchon Station,럭키공원,근린공원,0
2181,Pyeongchon Station,평촌공원야외공연장,부속시설,0
2182,Pyeongchon Station,부안공원,근린공원,0
2183,Pyeongchon Station,평촌공원농구장,부속시설,0
2184,Pyeongchon Station,초원공원,근린공원,0
2185,Pyeongchon Station,평촌공원느티나무길,부속시설,0
2186,Pyeongchon Station,민백공원,근린공원,0
2187,Pyeongchon Station,평촌공원은행나무길,부속시설,0
2188,Pyeongchon Station,귀인공원,근린공원,0
2189,Beomgye Station,안양온천,"온천,스파",57
2190,Beomgye Station,평촌공원,근린공원,17
2191,Beomgye Station,희망공원,근린공원,11
2192,Beomgye Station,평화공원,"도시,테마공원",9
2193,Beomgye Station,달안공원,근린공원,8
2194,Beomgye Station,평촌미관광장,광장,1
2195,Beomgye Station,관악공원,근린공원,1
2196,Beomgye Station,목련공원,근린공원,1
2197,Beomgye Station,로히,"온천,스파",0
2198,Beomgye Station,평촌공원야외공연장,부속시설,0
2199,Beomgye Station,부흥공원,근린공원,0
2200,Beomgye Station,평촌공원농구장,부속시설,0
2201,Beomgye Station,동안구청농구장,부속시설,0
2202,Beomgye Station,호국 유공자 전공 기념비,기념물,0
2203,Beomgye Station,평촌공원느티나무길,부속시설,0
2204,Beomgye Station,한식미장,문화재,0
2205,Beomgye Station,평촌공원은행나무길,부속시설,0
2206,Beomgye Station,키브츠클럽,지역명소,0
2207,Beomgye Station,평촌공원배드민턴장,부속시설,0
2208,Beomgye Station,범계공원,근린공원,0
2209,Geumjeong Station,호계근린공원,근린공원,14
2210,Geumjeong Station,슬기공원,자연공원,6
2211,Geumjeong Station,골안공원,근린공원,2
2212,Geumjeong Station,(경기도항일유적)군포장 3.1운동 만세 시위지,"유적지,사적지",0
2213,Sanbon Station,철쭉동산,"도시,테마공원",999+
2214,Sanbon Station,산본로데오거리,"거리,골목",124
2215,Sanbon Station,철쭉공원,근린공원,101
2216,Sanbon Station,중앙공원,근린공원,72
2217,Sanbon Station,한얼공원,근린공원,10
2218,Sanbon Station,도장공원,근린공원,4
2219,Sanbon Station,오금 정보화마을,체험마을,4
2220,Sanbon Station,이기조선생묘,"릉,묘,총",3
2221,Sanbon Station,재궁공원,근린공원,3
2222,Sanbon Station,현충탑,기념물,2
2223,Sanbon Station,수리산자연학교,"관람,체험",1
2224,Sanbon Station,오금공원,근린공원,1
2225,Sanbon Station,산본중앙공원관리사무소,관리사무소,0
2226,Sanbon Station,육탄이희복용사동상,기념물,0
2227,Sanbon Station,느티울공원,근린공원,0
2228,Sanbon Station,호국무공수훈자공적비,기념물,0
2229,Sanbon Station,함께걷는교회,종교시설,0
2230,Sanbon Station,정각사,불교,0
2231,Sanbon Station,군포수릿길4코스,도보코스,0
2232,Surisan Station,철쭉공원,근린공원,101
2233,Surisan Station,호국무공수훈자공적비,기념물,0
2234,Daeyami Station,누리천문대,천문대,13
2235,Daeyami Station,근린공원,근린공원,0
2236,Banwol Station,대림농장,"관광농원,팜스테이",21
2237,Banwol Station,누리동물매개체험센터,"관람,체험",21
2238,Banwol Station,반달공원,"도시,테마공원",15
2239,Banwol Station,군포시방짜유기전수교육관,"관람,체험",3
2240,Banwol Station,군포대야물말끔터,"관람,체험",2
2241,Banwol Station,물누리체험관,"관람,체험",2
2242,Banwol Station,군포시물누리체험관,"관람,체험",0
2243,Sangnoksu Station,최용신기념관,"기념관,생가",86
2244,Sangnoksu Station,본오공원,근린공원,7
2245,Sangnoksu Station,최용신선생묘,"릉,묘,총",5
2246,Sangnoksu Station,상록수공원,근린공원,4
2247,Sangnoksu Station,피에스타PC방 안산상록수역점,PC방,1
2248,Hankuk University Station,한대앞역로데오거리,"공연,문화의거리",19
2249,Hankuk University Station,농업회사법인하늘땅체험농장(주),"관람,체험",0
2250,Central Station,안산중앙역로데오거리,"거리,골목",56
2251,Central Station,성어공원,"도시,테마공원",3
2252,Central Station,새천년광장,광장,2
2253,Central Station,이삭길공원,근린공원,1
2254,Central Station,바위공원,근린공원,0
2255,Gojan Station,고잔역 수인선철길,산책로,60
2256,Ansan Station,안산다문화음식거리,문화거리,104
2257,Ansan Station,안산시세계문화체험관,박물관,17
2258,Ansan Station,신길역사유적공원,근린공원,16
2259,Ansan Station,원곡공원,근린공원,9
2260,Ansan Station,관산공원,근린공원,8
2261,Ansan Station,안산시민공원,시민공원,7
2262,Ansan Station,다문화공원,근린공원,7
2263,Ansan Station,해오라기공원,근린공원,3
2264,Ansan Station,조각공원,근린공원,2
2265,Ansan Station,공룡공원,근린공원,2
2266,Ansan Station,어울림공원,근린공원,1
2267,Ansan Station,동화공원,근린공원,1
2268,Ansan Station,잠자리공원,근린공원,0
2269,Ansan Station,주택희망공원,근린공원,0
2270,Ansan Station,한옥어린이전시관,전시관,0
2271,Ansan Station,안산시민공원관리사무소,관리사무소,0
2272,Ansan Station,윤강선생묘및신도비,기념물,0
2273,Ansan Station,현충탑,기념물,0
2274,Ansan Station,관산꿈동산공원,근린공원,0
2275,Ansan Station,해솔공원,근린공원,0
2276,Singil Oncheon Station,산들공원,근린공원,39
2277,Singil Oncheon Station,정왕동체육공원,"도시,테마공원",14
2278,Singil Oncheon Station,별공원,근린공원,2
2279,Singil Oncheon Station,공룡공원,근린공원,2
2280,Singil Oncheon Station,새싹공원,근린공원,2
2281,Singil Oncheon Station,큰솔공원,근린공원,1
2282,Singil Oncheon Station,신길동신길달맞이공원,근린공원,1
2283,Singil Oncheon Station,석곡공원,근린공원,1
2284,Singil Oncheon Station,달공원,근린공원,0
2285,Singil Oncheon Station,신길동능글해맞이공원,근린공원,0
2286,Singil Oncheon Station,산들공원배드민턴장,부속시설,0
2287,Singil Oncheon Station,해공원,근린공원,0
2288,Singil Oncheon Station,연꽃공원,근린공원,0
2289,Jeongwang Station,정왕6공원,근린공원,0
2290,Jeongwang Station,정왕3공원,근린공원,0
2291,Jeongwang Station,정왕5공원,근린공원,0
2292,Oido Station,버거앤프라이즈 배곧신도시점,햄버거,118
2293,Oido Station,디저트39 시흥배곧점,카페,20
2294,Oido Station,호수공원,근린공원,2
2295,Oido Station,송운공원,근린공원,1
2296,Oido Station,정왕1공원,근린공원,1
2297,Oido Station,정왕동제4호체육공원,"도시,테마공원",0
2298,Oido Station,온들녘공원,근린공원,0
2299,Oido Station,사랑공원,근린공원,0
2300,Oido Station,시화자연생태학교,"관광농원,팜스테이",0
2301,Oido Station,정왕4공원,근린공원,0
2302,Oido Station,정왕2공원,근린공원,0
2303,Oido Station,풀잎사랑공원,근린공원,0
2304,Oido Station,함현공원,근린공원,0
2305,Oido Station,함현공원,근린공원,0
2306,Oido Station,시화2공원,근린공원,0
2307,Oido Station,함송공원,근린공원,0
2308,Wonheung Station,고양가와지볍씨박물관,박물관,22
2309,Wonheung Station,송현공원,근린공원,3
2310,Wonheung Station,농심테마파크,체험여행,2
2311,Wonheung Station,삼송소공원5,근린공원,0
2312,Wonheung Station,삼송소공원4,근린공원,0
2313,Wonheung Station,삼송소공원3,근린공원,0
2314,Wonheung Station,고.양삼송우미라피아노,전시관,0
2315,Wonheung Station,삼.송 라피아노,전시관,0
2316,Daehwa Station,성저공원,근린공원,19
2317,Daehwa Station,장성공원,시민공원,10
2318,Daehwa Station,강서공원,근린공원,7
2319,Daehwa Station,장촌공원,근린공원,6
2320,Daehwa Station,대화공원,근린공원,4
2321,Daehwa Station,대화동먹자골목,먹자거리,3
2322,Daehwa Station,휴게공원,근린공원,2
2323,Daehwa Station,백암공원,근린공원,2
2324,Daehwa Station,왕산공원,근린공원,1
2325,Daehwa Station,양촌공원,근린공원,1
2326,Daehwa Station,킨텍스제3A전시장(2024년예정),전시관,0
2327,Daehwa Station,인체과학박물관,박물관,0
2328,Juyeop Station,일산호수,"호수,연못,저수지",999+
2329,Juyeop Station,아쿠아플라넷 일산,아쿠아리움,999+
2330,Juyeop Station,원마운트,테마파크,999+
2331,Juyeop Station,주렁주렁 일산점,"키즈카페,실내놀이터",999+
2332,Juyeop Station,원마운트 워터파크,워터파크,760
2333,Juyeop Station,원마운트 스노우파크,눈썰매장,696
2334,Juyeop Station,일산호수공원노래하는분수대,부속시설,321
2335,Juyeop Station,더어드벤처 아이스엔초비,테마파크,82
2336,Juyeop Station,겨울왕국 특설돔,전시관,50
2337,Juyeop Station,로라비트 일산점,"롤러,인라인스케이트장",31
2338,Juyeop Station,아쿠아플라넷일산매표소,"관리,안내",30
2339,Juyeop Station,장성공원,시민공원,10
2340,Juyeop Station,강선공원,근린공원,10
2341,Juyeop Station,문화공원,근린공원,9
2342,Juyeop Station,강서공원,근린공원,7
2343,Juyeop Station,닥밭공원,근린공원,7
2344,Juyeop Station,장촌공원,근린공원,6
2345,Juyeop Station,주엽공원,근린공원,5
2346,Juyeop Station,후곡학원가,"거리,골목",5
2347,Juyeop Station,고양관광안내센터,관광안내소,5
2348,Jeongbalsan Station,고양꽃전시관,전시관,492
2349,Jeongbalsan Station,일산문화공원,근린공원,394
2350,Jeongbalsan Station,일산호수공원주제광장,부속시설,186
2351,Jeongbalsan Station,일산호수공원한울광장,부속시설,182
2352,Jeongbalsan Station,고양가을꽃축제,꽃축제,155
2353,Jeongbalsan Station,일산호수공원장미터널,부속시설,142
2354,Jeongbalsan Station,캠프VR 일산웨스턴돔점,오락시설,107
2355,Jeongbalsan Station,정발산공원,근린공원,57
2356,Jeongbalsan Station,고양호수꽃빛축제,"축제,행사",56
2357,Jeongbalsan Station,일산밤가시 초가,전시관,42
2358,Jeongbalsan Station,고양600년기념전시관,전시관,41
2359,Jeongbalsan Station,일산호수공원시계탑,부속시설,33
2360,Jeongbalsan Station,일산앤틱거리보넷길,문화거리,29
2361,Jeongbalsan Station,호수공원로데오거리,"거리,골목",27
2362,Jeongbalsan Station,일산호수공원달맞이섬,부속시설,22
2363,Jeongbalsan Station,고양화장실전시관,"기념관,생가",19
2364,Jeongbalsan Station,대한민국막걸리축제,"축제,행사",18
2365,Jeongbalsan Station,냉천공원,근린공원,17
2366,Jeongbalsan Station,호수공원,테마공원,16
2367,Jeongbalsan Station,일산호수공원초화원,부속시설,15
2368,Madu Station,일산마두법조타운,문화거리,1
2369,Baekseok Station,증권박물관,박물관,75
2370,Baekseok Station,수피아,동물원,23
2371,Baekseok Station,알미공원,근린공원,14
2372,Baekseok Station,방기공원,근린공원,2
2373,Baekseok Station,안산공원,근린공원,1
2374,Baekseok Station,향나무공원,근린공원,1
2375,Baekseok Station,강송언덕공원,근린공원,1
2376,Baekseok Station,검바골공원,근린공원,0
2377,Baekseok Station,용천공원,근린공원,0
2378,Baekseok Station,간이공원,근린공원,0
2379,Daegok Station,야초울,"식물원,수목원",0
2380,Daegok Station,상중대장2공원,근린공원,0
2381,Daegok Station,고양대곡역두산위브배드민턴장,부속시설,0
2382,Hwajeong Station,고양어린이박물관,박물관,942
2383,Hwajeong Station,화정문화의거리,문화거리,40
2384,Hwajeong Station,화정중앙공원,근린공원,37
2385,Hwajeong Station,은빛공원,근린공원,7
2386,Hwajeong Station,꽃우물공원,근린공원,6
2387,Hwajeong Station,화정18공원,근린공원,1
2388,Hwajeong Station,옥빛공원,근린공원,1
2389,Hwajeong Station,별빛공원,근린공원,0
2390,Hwajeong Station,은행나무공원,근린공원,0
2391,Hwajeong Station,꽃물공원,근린공원,0
2392,Hwajeong Station,민들레공원,근린공원,0
2393,Hwajeong Station,개나리공원,근린공원,0
2394,Hwajeong Station,밤나무공원,근린공원,0
2395,Hwajeong Station,배꽃공원,근린공원,0
2396,Wondang Station,행주기씨도선산,문화재,2
2397,Wondang Station,덕양서원,"문화,유적",0
2398,Samsong Station,아쿠아필드 고양,워터파크,586
2399,Samsong Station,동산꽃맞이공원,근린공원,7
2400,Samsong Station,고양몽실학교놀이숲,"관람,체험",5
2401,Samsong Station,펀토리하우스 고양점,"키즈카페,실내놀이터",1
2402,Samsong Station,세솔공원,근린공원,0
2403,Samsong Station,삼송소공원2,근린공원,0
2404,Samsong Station,드라마[드라마의제왕]촬영지,촬영장소,0
2405,Samsong Station,LGDIT룸11호점,체험여행,0
2406,Jichuk Station,아쿠아필드 고양,워터파크,586
2407,Jichuk Station,금암문화공원,근린공원,7
2408,Jichuk Station,금암기적비,기념물,4
2409,Jichuk Station,펀토리하우스 고양점,"키즈카페,실내놀이터",1
2410,Jichuk Station,국립공원공단북한산삼천탐방지원센터,관리사무소,0
2411,Jichuk Station,은평구_1711-03서울유아숲체험장,"관람,체험",0
2412,Jichuk Station,드라마[드라마의제왕]촬영지,촬영장소,0
2413,Jichuk Station,덕수천근린공원,근린공원,0
2414,Gupabal Station,탑골생태공원,"자연,생태공원",11
2415,Gupabal Station,서오릉유아숲체험원,체험여행,5
2416,Gupabal Station,구파발 인공폭포,폭포,4
2417,Gupabal Station,탑골생태공원실외학습장,부속시설,1
2418,Gupabal Station,폭포만남의광장,근린공원,0
2419,Gupabal Station,탑골생태공원휴게공간,부속시설,0
2420,Gupabal Station,탑골생태공원휴게공간,부속시설,0
2421,Gupabal Station,탑골생태공원음수대,부속시설,0
2422,Gupabal Station,탑골생태공원관리사무소,부속시설,0
2423,Gupabal Station,탑골생태공원휴게공간,부속시설,0
2424,Gupabal Station,탑골생태공원휴게공간,부속시설,0
2425,Nokbeon Station,한국문화재회화복원연구소,문화재,0
2426,Nokbeon Station,힐스테이트녹번역배드민턴장,부속시설,0
2427,Hongje Station,고은산,"산,고개",38
2428,Hongje Station,무중력지대 무악재,전시관,12
2429,Hongje Station,마을예술창작소 닷라인TV,전시관,11
2430,Hongje Station,문화공원,근린공원,2
2431,Hongje Station,답동소공원,근린공원,1
2432,Hongje Station,송죽소공원,근린공원,0
2433,Hongje Station,한마루소공원,근린공원,0
2434,Hongje Station,보은소공원,근린공원,0
2435,Hongje Station,행복한소공원,근린공원,0
